scenario,role,path,context,label,element,href,disabled,checked,evidence
flow-booking-service,artist,/calendar,What are we planning?,"Botanical sleeve
3 sittings · 180 minutes per sitting
$600.00",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-booking-service,artist,/calendar,What are we planning?,Back to clients,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-booking-service,artist,/calendar,New booking,Close,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-booking-frequency,artist,/calendar,Let’s find your dates,Consecutive working days,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-booking-frequency,artist,/calendar,Let’s find your dates,Weekly,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-booking-frequency,artist,/calendar,Let’s find your dates,Every two weeks,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-booking-frequency,artist,/calendar,Let’s find your dates,Monthly,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-booking-frequency,artist,/calendar,Let’s find your dates,Find available dates,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-booking-frequency,artist,/calendar,Let’s find your dates,Choose dates myself,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-booking-frequency,artist,/calendar,Let’s find your dates,Back to services,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-booking-frequency,artist,/calendar,New booking,Close,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-booking-review,artist,/calendar,New booking,Send proposal,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-booking-review,artist,/calendar,New booking,Edit details,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-booking-review,artist,/calendar,New booking,Close,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-new-client,artist,/clients,Add client,Add client,BUTTON,,True,,Rendered with isolated fixtures; not an individual click pass
flow-new-client,artist,/clients,Add client,Close,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-booking-single,artist,/calendar,New booking,"Full day
Mia Chen",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-booking-single,artist,/calendar,New booking,Find dates automatically,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-booking-single,artist,/calendar,New booking,Add another session,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-booking-single,artist,/calendar,New booking,Review proposal,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-booking-single,artist,/calendar,New booking,Close,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-detail,artist,/clients,Clients,tattoi,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-detail,artist,/clients,Clients,Add client,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-detail,artist,/clients,Clients,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-detail,artist,/clients,Clients,Clients,A,/clients,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-detail,artist,/clients,Clients,Supplies,A,/supplies,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-detail,artist,/clients,Clients,Back to all clients,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-detail,artist,/clients,Clients,mia@example.test,A,mailto:mia@example.test,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-detail,artist,/clients,Clients,0400000000,A,tel:0400000000,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-detail,artist,/clients,Clients,Message Mia,A,/chat/12,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-detail,artist,/clients,Clients,Bookings,tab,,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-detail,artist,/clients,Clients,Forms,tab,,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-detail,artist,/clients,Clients,Notes,tab,,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-detail,artist,/clients,Session history,"Botanical sleeve
Thu, 10 Sept, 10:00 am · Confirmed
$0.00 paid",A,/projects/12?session=101,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-detail,artist,/clients,Session history,"Geometric shoulder
Thu, 10 Sept, 2:00 pm · Confirmed
$0.00 paid",A,/projects/12?session=102,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-detail,artist,/clients,Clients,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-detail,artist,/clients,Clients,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-detail,artist,/clients,Clients,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-detail,artist,/clients,Clients,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-forms,artist,/clients,Clients,tattoi,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-forms,artist,/clients,Clients,Add client,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-forms,artist,/clients,Clients,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-forms,artist,/clients,Clients,Clients,A,/clients,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-forms,artist,/clients,Clients,Supplies,A,/supplies,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-forms,artist,/clients,Clients,Back to all clients,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-forms,artist,/clients,Clients,mia@example.test,A,mailto:mia@example.test,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-forms,artist,/clients,Clients,0400000000,A,tel:0400000000,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-forms,artist,/clients,Clients,Message Mia,A,/chat/12,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-forms,artist,/clients,Clients,Bookings,tab,,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-forms,artist,/clients,Clients,Forms,tab,,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-forms,artist,/clients,Clients,Notes,tab,,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-forms,artist,/clients,Clients,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-forms,artist,/clients,Clients,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-forms,artist,/clients,Clients,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-forms,artist,/clients,Clients,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
flow-private-notes,artist,/chat/12,Mia Chen,All conversations,A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
flow-private-notes,artist,/chat/12,Mia Chen,Open booking,A,/projects/12,False,,Rendered with isolated fixtures; not an individual click pass
flow-private-notes,artist,/chat/12,Mia Chen,Book,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-private-notes,artist,/chat/12,Mia Chen,Client details and media,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-private-notes,artist,/chat/12,Messages,"Design brief
⌄",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-private-notes,artist,/chat/12,Messages,Refresh design brief,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-private-notes,artist,/chat/12,Mia Chen,Save note,BUTTON,,True,,Rendered with isolated fixtures; not an individual click pass
flow-private-notes,artist,/chat/12,Mia Chen,Attach photo,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-private-notes,artist,/chat/12,Mia Chen,Send message,BUTTON,,True,,Rendered with isolated fixtures; not an individual click pass
flow-client-notes,artist,/clients,Clients,tattoi,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-notes,artist,/clients,Clients,Add client,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-notes,artist,/clients,Clients,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-notes,artist,/clients,Clients,Clients,A,/clients,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-notes,artist,/clients,Clients,Supplies,A,/supplies,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-notes,artist,/clients,Clients,Back to all clients,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-notes,artist,/clients,Clients,mia@example.test,A,mailto:mia@example.test,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-notes,artist,/clients,Clients,0400000000,A,tel:0400000000,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-notes,artist,/clients,Clients,Message Mia,A,/chat/12,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-notes,artist,/clients,Clients,Bookings,tab,,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-notes,artist,/clients,Clients,Forms,tab,,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-notes,artist,/clients,Clients,Notes,tab,,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-notes,artist,/clients,Clients,Save note,BUTTON,,True,,Rendered with isolated fixtures; not an individual click pass
flow-client-notes,artist,/clients,Clients,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-notes,artist,/clients,Clients,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-notes,artist,/clients,Clients,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-notes,artist,/clients,Clients,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
flow-design-brief,artist,/chat/12,Mia Chen,All conversations,A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
flow-design-brief,artist,/chat/12,Mia Chen,Open booking,A,/projects/12,False,,Rendered with isolated fixtures; not an individual click pass
flow-design-brief,artist,/chat/12,Mia Chen,Book,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-design-brief,artist,/chat/12,Mia Chen,Client details and media,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-design-brief,artist,/chat/12,Messages,"Design brief
⌃",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-design-brief,artist,/chat/12,Messages,Refresh design brief,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-design-brief,artist,/chat/12,Mia Chen,,BUTTON,,True,,Rendered with isolated fixtures; not an individual click pass
flow-design-brief,artist,/chat/12,Mia Chen,Attach photo,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-design-brief,artist,/chat/12,Mia Chen,Send message,BUTTON,,True,,Rendered with isolated fixtures; not an individual click pass
flow-services,artist,/work-hours,Working hours & services,Back,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
flow-services,artist,/work-hours,Working hours & services,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
flow-services,artist,/work-hours,Working hours & services,Availability,tab,,False,,Rendered with isolated fixtures; not an individual click pass
flow-services,artist,/work-hours,Working hours & services,Services,tab,,False,,Rendered with isolated fixtures; not an individual click pass
flow-services,artist,/work-hours,Services,Add service,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-services,artist,/work-hours,Services,"Full day
180 minutes · $600.00 · 1 session",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-services,artist,/work-hours,Services,"Botanical sleeve
180 minutes · $600.00 · 3 sessions",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-services,artist,/work-hours,Working hours & services,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
flow-services,artist,/work-hours,Working hours & services,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
flow-services,artist,/work-hours,Working hours & services,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
flow-services,artist,/work-hours,Working hours & services,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
flow-service-editor,artist,/work-hours,Add service, Show on your booking page,INPUT,,False,True,Rendered with isolated fixtures; not an individual click pass
flow-service-editor,artist,/work-hours,Add service,Save service,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-service-editor,artist,/work-hours,Add service,Close,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-portfolio-upload,artist,/artist-profile?view=Portfolio,Add to your portfolio,Add photo,BUTTON,,True,,Rendered with isolated fixtures; not an individual click pass
flow-portfolio-upload,artist,/artist-profile?view=Portfolio,Add to your portfolio,Close,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-travel-add,artist,/settings?section=travel,Travel dates,Save trip,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-travel-add,artist,/settings?section=travel,Travel dates,Close,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-studio-remove,artist,/studio?view=Team,Remove Oliver Grant?,Remove member,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-studio-remove,artist,/studio?view=Team,Remove Oliver Grant?,Keep membership,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-studio-remove,artist,/studio?view=Team,Remove Oliver Grant?,Close,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-consent-template,artist,/settings?section=regulation,Forms & procedure records,Back,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
flow-consent-template,artist,/settings?section=regulation,Forms & procedure records,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
flow-consent-template,artist,/settings?section=regulation,Forms & procedure records,Procedure log,tab,,False,,Rendered with isolated fixtures; not an individual click pass
flow-consent-template,artist,/settings?section=regulation,Forms & procedure records,Medical,tab,,False,,Rendered with isolated fixtures; not an individual click pass
flow-consent-template,artist,/settings?section=regulation,Forms & procedure records,Consent,tab,,False,,Rendered with isolated fixtures; not an individual click pass
flow-consent-template,artist,/settings?section=regulation,Consent template,Save template,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-consent-template,artist,/settings?section=regulation,Forms & procedure records,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
flow-consent-template,artist,/settings?section=regulation,Forms & procedure records,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
flow-consent-template,artist,/settings?section=regulation,Forms & procedure records,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
flow-consent-template,artist,/settings?section=regulation,Forms & procedure records,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
flow-medical-template,artist,/settings?section=regulation,Forms & procedure records,Back,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
flow-medical-template,artist,/settings?section=regulation,Forms & procedure records,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
flow-medical-template,artist,/settings?section=regulation,Forms & procedure records,Procedure log,tab,,False,,Rendered with isolated fixtures; not an individual click pass
flow-medical-template,artist,/settings?section=regulation,Forms & procedure records,Medical,tab,,False,,Rendered with isolated fixtures; not an individual click pass
flow-medical-template,artist,/settings?section=regulation,Forms & procedure records,Consent,tab,,False,,Rendered with isolated fixtures; not an individual click pass
flow-medical-template,artist,/settings?section=regulation,Medical template,Save template,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-medical-template,artist,/settings?section=regulation,Forms & procedure records,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
flow-medical-template,artist,/settings?section=regulation,Forms & procedure records,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
flow-medical-template,artist,/settings?section=regulation,Forms & procedure records,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
flow-medical-template,artist,/settings?section=regulation,Forms & procedure records,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
flow-past-bookings,client,/bookings,Bookings,tattoi,A,/bookings,False,,Rendered with isolated fixtures; not an individual click pass
flow-past-bookings,client,/bookings,Bookings,Your profile,A,/profile,False,,Rendered with isolated fixtures; not an individual click pass
flow-past-bookings,client,/bookings,Bookings,Upcoming,tab,,False,,Rendered with isolated fixtures; not an individual click pass
flow-past-bookings,client,/bookings,Bookings,Past,tab,,False,,Rendered with isolated fixtures; not an individual click pass
flow-past-bookings,client,/bookings,Bookings,Complete sitting 2 forms,A,/projects/12?session=101&action=forms,False,,Rendered with isolated fixtures; not an individual click pass
flow-past-bookings,client,/bookings,Bookings,"Sitting 2 · Confirmed
Thu, 10 Sept, 10:00 am",A,/projects/12?session=101,False,,Rendered with isolated fixtures; not an individual click pass
flow-past-bookings,client,/bookings,Bookings,Message Ella Morgan,A,/chat/12,False,,Rendered with isolated fixtures; not an individual click pass
flow-past-bookings,client,/bookings,Bookings,,A,/waitlist,False,,Rendered with isolated fixtures; not an individual click pass
flow-past-bookings,client,/bookings,Bookings,,A,/purchases,False,,Rendered with isolated fixtures; not an individual click pass
flow-past-bookings,client,/bookings,Bookings,,A,/discover,False,,Rendered with isolated fixtures; not an individual click pass
flow-past-bookings,client,/bookings,Bookings,Discover,A,/discover,False,,Rendered with isolated fixtures; not an individual click pass
flow-past-bookings,client,/bookings,Bookings,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
flow-past-bookings,client,/bookings,Bookings,Bookings,A,/bookings,False,,Rendered with isolated fixtures; not an individual click pass
flow-past-bookings,client,/bookings,Bookings,Profile,A,/profile,False,,Rendered with isolated fixtures; not an individual click pass
flow-deposit-review,client,/bookings,Review your booking,Continue to secure checkout,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-deposit-review,client,/bookings,Review your booking,Close,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-consent,client,/bookings,Consent forms,Continue to signature,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-consent,client,/bookings,Consent forms,Finish later,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-client-consent,client,/bookings,Consent forms,Close,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-order-detail,merchant,/merchant/orders,Orders,tattoi,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
flow-order-detail,merchant,/merchant/orders,Orders,Store settings,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
flow-order-detail,merchant,/merchant/orders,Orders,To fulfil,tab,,False,,Rendered with isolated fixtures; not an individual click pass
flow-order-detail,merchant,/merchant/orders,Orders,Fulfilled,tab,,False,,Rendered with isolated fixtures; not an individual click pass
flow-order-detail,merchant,/merchant/orders,Orders,All,tab,,False,,Rendered with isolated fixtures; not an individual click pass
flow-order-detail,merchant,/merchant/orders,Orders,All orders,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-order-detail,merchant,/merchant/orders,Orders,Mark fulfilled,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-order-detail,merchant,/merchant/orders,Orders,Home,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
flow-order-detail,merchant,/merchant/orders,Orders,Orders,A,/merchant/orders,False,,Rendered with isolated fixtures; not an individual click pass
flow-order-detail,merchant,/merchant/orders,Orders,Products,A,/merchant/products,False,,Rendered with isolated fixtures; not an individual click pass
flow-order-detail,merchant,/merchant/orders,Orders,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
flow-product-details,merchant,/merchant/products,Products,tattoi,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
flow-product-details,merchant,/merchant/products,Products,Add product,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-product-details,merchant,/merchant/products,Products,Review Shopify connection,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
flow-product-details,merchant,/merchant/products,Products,Edit Cartridge needles,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-product-details,merchant,/merchant/products,Products,Home,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
flow-product-details,merchant,/merchant/products,Products,Orders,A,/merchant/orders,False,,Rendered with isolated fixtures; not an individual click pass
flow-product-details,merchant,/merchant/products,Products,Products,A,/merchant/products,False,,Rendered with isolated fixtures; not an individual click pass
flow-product-details,merchant,/merchant/products,Products,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
flow-archive-request,artist,/lead/1,Archive this request?,Archive request,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-archive-request,artist,/lead/1,Archive this request?,Close,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-intake-idea,public,/book/ella-morgan,Your idea,Traditional,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
flow-intake-idea,public,/book/ella-morgan,Your idea,Neo-Traditional,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
flow-intake-idea,public,/book/ella-morgan,Your idea,Realism,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
flow-intake-idea,public,/book/ella-morgan,Your idea,Black & Grey,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
flow-intake-idea,public,/book/ella-morgan,Your idea,Japanese,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
flow-intake-idea,public,/book/ella-morgan,Your idea,Geometric,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
flow-intake-idea,public,/book/ella-morgan,Your idea,Watercolour,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
flow-intake-idea,public,/book/ella-morgan,Your idea,Minimalist,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
flow-intake-idea,public,/book/ella-morgan,Your idea,Dotwork,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
flow-intake-idea,public,/book/ella-morgan,Your idea,Tribal,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
flow-intake-idea,public,/book/ella-morgan,Your idea,Script/Lettering,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
flow-intake-idea,public,/book/ella-morgan,Your idea,Illustrative,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
flow-intake-idea,public,/book/ella-morgan,Your idea,Surrealism,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
flow-intake-idea,public,/book/ella-morgan,Your idea,Trash Polka,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
flow-intake-idea,public,/book/ella-morgan,Your idea,Fine Line,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
flow-intake-idea,public,/book/ella-morgan,Your idea,Other,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
flow-intake-idea,public,/book/ella-morgan,Your idea,Not sure yet,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
flow-intake-idea,public,/book/ella-morgan,Request a booking,Continue,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-intake-idea,public,/book/ella-morgan,Request a booking,Close,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-intake-placement,public,/book/ella-morgan,Placement & timing,Approximate size,SELECT,,False,,Rendered with isolated fixtures; not an individual click pass
flow-intake-placement,public,/book/ella-morgan,Placement & timing,Preferred timeframe,SELECT,,False,,Rendered with isolated fixtures; not an individual click pass
flow-intake-placement,public,/book/ella-morgan,Request a booking,Continue,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-intake-placement,public,/book/ella-morgan,Request a booking,Back,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-intake-placement,public,/book/ella-morgan,Request a booking,Close,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-intake-reference,public,/book/ella-morgan,Request a booking,Continue,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-intake-reference,public,/book/ella-morgan,Request a booking,Back,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-intake-reference,public,/book/ella-morgan,Request a booking,Close,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-intake-placement-photo,public,/book/ella-morgan,Request a booking,Continue,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-intake-placement-photo,public,/book/ella-morgan,Request a booking,Back,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-intake-placement-photo,public,/book/ella-morgan,Request a booking,Close,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-intake-details,public,/book/ella-morgan,Your details,Gender,SELECT,,False,,Rendered with isolated fixtures; not an individual click pass
flow-intake-details,public,/book/ella-morgan,Request a booking,Continue,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-intake-details,public,/book/ella-morgan,Request a booking,Back,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-intake-details,public,/book/ella-morgan,Request a booking,Close,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-intake-review,public,/book/ella-morgan,Request a booking,Send booking request,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-intake-review,public,/book/ella-morgan,Request a booking,Back,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-intake-review,public,/book/ella-morgan,Request a booking,Close,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-notification-template,artist,/notifications-management,Add template,Purpose,SELECT,,False,,Rendered with isolated fixtures; not an individual click pass
flow-notification-template,artist,/notifications-management,Add template,Enable template,INPUT,,False,True,Rendered with isolated fixtures; not an individual click pass
flow-notification-template,artist,/notifications-management,Add template,Save template,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-notification-template,artist,/notifications-management,Add template,Close,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-consent-signature,client,/bookings,Consent forms,Review form again,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-consent-signature,client,/bookings,Consent forms,I allow my artist to publish photos of this tattoo. Optional; leaving this unchecked does not affect my booking.,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
flow-consent-signature,client,/bookings,Consent forms,I have read this form and my answers are accurate. I agree to sign this version.,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
flow-consent-signature,client,/bookings,Consent forms,Clear signature,BUTTON,,True,,Rendered with isolated fixtures; not an individual click pass
flow-consent-signature,client,/bookings,Consent forms,Sign this form,BUTTON,,True,,Rendered with isolated fixtures; not an individual click pass
flow-consent-signature,client,/bookings,Consent forms,Close,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-refund-review,artist,/payout-history,Review refund,I’ve checked the amount and want to issue this refund.,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
flow-refund-review,artist,/payout-history,Review refund,Refund $155.10,BUTTON,,True,,Rendered with isolated fixtures; not an individual click pass
flow-refund-review,artist,/payout-history,Review refund,Close,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-session-reschedule,artist,/projects/12,Reschedule session,Save new time,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-session-reschedule,artist,/projects/12,Reschedule session,Go back,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-session-reschedule,artist,/projects/12,Reschedule session,Close,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-session-cancel,artist,/projects/12,Cancel session,Confirm cancellation,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-session-cancel,artist,/projects/12,Cancel session,Go back,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-session-cancel,artist,/projects/12,Cancel session,Close,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-session-finish,artist,/projects/12,Finish session,Send payment request,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-session-finish,artist,/projects/12,Finish session,Go back,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-session-finish,artist,/projects/12,Finish session,Close,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-portfolio,artist,/artist-profile?view=Portfolio,Profile,Back,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
flow-portfolio,artist,/artist-profile?view=Portfolio,Profile,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
