source,line,component,element,label or label expression,handler or destination,evidence classification
client/src/app-v3/pages/Waitlist.tsx,292,Waitlist,Action,"{offer.isPending ? ""Sending…"" : ""Send offer""}","{""formSubmit"": ""{e => { e.preventDefault(); offer.mutate({ id: offering, startsAt: new Date(draft.startsAt).toISOString(), durationMinutes: Number(draft.duration), estimateCents: Math.round(Number(draft.estimate) * 100), depositCents: config.depositCustomisable ? Math.round(Number(draft.deposit) * 100) : roundCents( (Math.round(Number(draft.estimate) * 100) * config.defaultDepositPercent) / 100 ), expiresInHours: Number(draft.expiry), }); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Waitlist.tsx,312,Waitlist,Action,"{leave.isPending ? ""Updating…"" : artist ? ""Withdraw entry"" : ""Leave waitlist""}","{""onClick"": ""{() => leave.mutate({ id: withdraw })}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Waitlist.tsx,323,Waitlist,Action,Keep waiting,"{""onClick"": ""{() => setWithdraw(null)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/WorkingHours.tsx,164,WorkingHours,Tabs,"""Schedule settings""",{},Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/WorkingHours.tsx,193,WorkingHours,input,(dynamic/unlabelled),{},Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/WorkingHours.tsx,293,WorkingHours,Action,{`Remove ${d.day} break ${index + 1}`},"{""onClick"": ""{() => updateDay(i, { breaks: d.breaks?.filter( (_, n) => n !== index ), }) }""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/WorkingHours.tsx,308,WorkingHours,Action,Add {d.day} break,"{""onClick"": ""{() => updateDay(i, { breaks: [ ...(d.breaks || []), { start: \""12:00\"", end: \""13:00\"" }, ], }) }""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/WorkingHours.tsx,327,WorkingHours,Action,"{save.isPending ? ""Saving…"" : ""Save availability""}","{""onClick"": ""{saveHours}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/WorkingHours.tsx,338,WorkingHours,Action,Add service,"{""onClick"": ""{() => { setEdit(null); setDraft({ name: \""\"", duration: 60, price: 0, description: \""\"", sittings: 1, showInFunnel: true, }); setError(\""\""); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/WorkingHours.tsx,359,WorkingHours,Row,{s.name},"{""onClick"": ""{() => { setEdit(i); setDraft({ ...s, sittings: s.sittings || 1, showInFunnel: s.showInFunnel !== false, }); setError(\""\""); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/WorkingHours.tsx,481,WorkingHours,input,(dynamic/unlabelled),"{""formSubmit"": ""{e => { e.preventDefault(); saveService(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/WorkingHours.tsx,494,WorkingHours,Action,"{save.isPending ? ""Saving…"" : ""Save service""}","{""formSubmit"": ""{e => { e.preventDefault(); saveService(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/WorkingHours.tsx,504,WorkingHours,Action,Remove service,"{""onClick"": ""{() => { const list = services.filter((_, i) => i !== edit); save.mutate( { services: JSON.stringify(list) }, { onSuccess: () => { setServices(list); setDraft(null); }, } ); }}"", ""formSubmit"": ""{e => { e.preventDefault(); saveService(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ActionPanel.tsx,18,ActionPanel,Button,{action.label},"{""onClick"": ""{() => { action.onClick?.(); if (action.closeOnClick !== false) setFABOpen(false); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ArrivalToast.tsx,89,ArrivalToast,button,"""Remind me about arrival later""","{""onClick"": ""{onDismiss}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ArrivalToast.tsx,99,ArrivalToast,button,Cancel,"{""onClick"": ""{handleCancelNoShow}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ArrivalToast.tsx,105,ArrivalToast,button,Confirm,"{""onClick"": ""{handleConfirmNoShow}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ArrivalToast.tsx,114,ArrivalToast,button,No,"{""onClick"": ""{handleNo}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ArrivalToast.tsx,120,ArrivalToast,button,Yes,"{""onClick"": ""{handleYes}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ErrorBoundary.tsx,76,module,button,Try Again,"{""onClick"": ""{this.handleRetry}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/InstallAppBanner.tsx,81,InstallAppBanner,button,"""Dismiss install prompt""","{""onClick"": ""{handleDismiss}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/InstallAppBanner.tsx,90,InstallAppBanner,a,{storeLabel},"{""href"": ""{storeUrl}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/PaymentRequestBanner.tsx,117,PaymentRequestBanner,button,"""Dismiss""","{""onClick"": ""{() => { setDismissed(prev => new Set(prev).add(pending.id)); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/PaymentRequestBanner.tsx,127,PaymentRequestBanner,button,Pay {amountDisplay},"{""onClick"": ""{() => setLocation(`/pay/${pending.token}`)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/UpdateBanner.tsx,85,UpdateBanner,button,"""Dismiss update""","{""onClick"": ""{handleDismiss}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/UpdateBanner.tsx,93,UpdateBanner,button,"{updating ? ""Updating..."" : ""Update Now""}","{""onClick"": ""{handleUpdate}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/auth/GoogleLoginButton.tsx,49,GoogleLoginButton,Button,Continue with Google,"{""onClick"": ""{() => googleLogin()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/modals/EditBookingModal.tsx,256,renderContactTab,button,"{isSubmitting ? <Loader2 className=""w-4 h-4 animate-spin"" /> : ""Save Details""}","{""onClick"": ""{handleSaveContact}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/modals/EditBookingModal.tsx,346,renderCostTab,label,{applyToAll && } Apply to all upcoming Update the service and cost for this and any future bookings for this client.,"{""onClick"": ""{() => setApplyToAll(!applyToAll)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/modals/EditBookingModal.tsx,368,renderCostTab,button,"{isSubmitting ? <Loader2 className=""w-4 h-4 animate-spin"" /> : ""Save Updates""}","{""onClick"": ""{handleSaveCost}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/modals/EditBookingModal.tsx,410,renderRescheduleTab,button,"{isSubmitting ? <Loader2 className=""w-4 h-4 animate-spin"" /> : ""Confirm Reschedule""}","{""onClick"": ""{handleSaveReschedule}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/modals/EditBookingModal.tsx,424,EditBookingModal,motion.div,(dynamic/unlabelled),"{""onClick"": ""{onClose}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/modals/EditBookingModal.tsx,448,EditBookingModal,button,(dynamic/unlabelled),"{""onClick"": ""{onClose}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/modals/EditBookingModal.tsx,459,EditBookingModal,button,{tab},"{""onClick"": ""{() => setActiveTab(tab)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/tooltip-tour/TooltipOverlay.tsx,172,TooltipOverlay,button,Back,"{""onClick"": ""{previousStep}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/tooltip-tour/TooltipOverlay.tsx,176,TooltipOverlay,button,Skip,"{""onClick"": ""{skipTour}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/tooltip-tour/TooltipOverlay.tsx,179,TooltipOverlay,button,"{currentStep === activeTour.steps.length - 1 ? ""Done"" : ""Next""}","{""onClick"": ""{nextStep}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/ImageUpload.tsx,77,ImageUpload,button,"""Remove image""","{""onClick"": ""{onRemove}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/ImageUpload.tsx,90,ImageUpload,div,"{isUploading ? ( <> <Loader2 className=""w-8 h-8 animate-spin text-primary"" /> <span className=""text-sm font-medium"">Uploading...</span> </> ) : ( <> <div className=""w-12 h-12 rounded-full bg-secondary/50 flex items-center justify-center mb-1""> <Upload className=""w-6 h-6"" /> </div> <span className=""text-sm font-medium px-4 text-center"">{label}</span> <span className=""text-xs opacity-60"">JPEG, PNG, WebP up to 5MB</span> </> )}","{""onClick"": ""{() => !isUploading && fileInputRef.current?.click()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/SignaturePad.tsx,107,SignaturePad,Button,"""Clear Signature""","{""onClick"": ""{clear}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/SignaturePad.tsx,115,SignaturePad,Button,Save Signature,"{""onClick"": ""{handleSave}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/SignaturePad.tsx,125,SignaturePad,Button,Cancel,"{""onClick"": ""{onCancel}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/calendar.tsx,210,CalendarDayButton,Button,"{indicators && indicators.length > 0 && ( <div className=""absolute inset-x-0 bottom-0 top-0 flex flex-col justify-end opacity-40 pointer-events-none z-0""> {indicators.map((ind, i) => ( <div key={i} style={{ backgroundColor: ind.color, height: `${ind.percentage}%` }} className=""w-full"" /> ))} </div> )} {children}",{},Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/carousel.tsx,181,CarouselPrevious,Button,Previous slide,"{""onClick"": ""{scrollPrev}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/carousel.tsx,211,CarouselNext,Button,Next slide,"{""onClick"": ""{scrollNext}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/input-group.tsx,64,InputGroupAddon,div,(dynamic/unlabelled),"{""onClick"": ""{e => { if ((e.target as HTMLElement).closest(\""button\"")) { return; } e.currentTarget.parentElement?.querySelector(\""input\"")?.focus(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/input-group.tsx,108,InputGroupButton,Button,(dynamic/unlabelled),{},Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/pagination.tsx,52,PaginationLink,a,(dynamic/unlabelled),{},Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/sidebar.tsx,271,SidebarTrigger,Button,Toggle Sidebar,"{""onClick"": ""{event => { onClick?.(event); toggleSidebar(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/sidebar.tsx,293,SidebarRail,button,"""Toggle Sidebar""","{""onClick"": ""{toggleSidebar}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/ssot/ConsultationCard.tsx,44,ConsultationCard,Card,"{/* Standardized Left Accent (Primary for new, Transparent/Border for others if needed, or just Primary generic) */} {/* User said ""every card"". For consistency, let's add the accent. If isNew, it's primary. Else? Maybe transparent or muted. */} {/* New indicator glow effect */} {isNew && ( <div className=""absolute inset-0 rounded-2xl bg-gradient-to-r from-primary/10 to-transparent opacity-0 group-hover:opacity-100 transition-opacity duration-500 pointer-events-none"" /> )} {isNew && ( )} {subject} {clientName ? ` - ${clientName}` : """"} {description && ( {description} )}","{""onClick"": ""{onClick}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/ssot/ConversationCard.tsx,63,ConversationCard,Card,"{isWaitingForResponse && ( <> {/* Waiting Indicator: Left Edge Line (Amber) */} <div className=""absolute left-0 top-0 bottom-0 w-[3px] bg-amber-500"" /> <div className=""absolute left-0 top-0 bottom-0 w-[20%] bg-gradient-to-r from-amber-500/10 to-transparent pointer-events-none"" /> </> )} {isNew && !isStudioInvite && ( <> {/* New Indicator: Left Edge Line (Emerald) */} <div className=""absolute left-0 top-0 bottom-0 w-[3px] bg-[var(--color-success)]"" /> {/* New Indicator: Soft Gradient Swath */} <div className=""absolute left-0 top-0 bottom-0 w-[20%] bg-gradient-to-r from-[var(--color-status-success-bg)] to-transparent pointer-events-none"" /> </> )} {isStudioInvite && ( <> {/* Studio Invite Indicator: Left Edge Line (Indigo) */} <div className=""absolute left-0 top-0 bottom-0 w-[3px] bg-primary"" /> {/* Studio Invite Indicator: Soft Gradient Swath */} <div className=""absolute left-0 top-0 bottom-0 w-[20%] bg-gradient-to-r from-[var(--color-status-info-bg)] to-transparent pointer-events-none"" /> </> )} {/* Avatar */} {/* Content */} {name || ""Unknown User""} {timestamp && ( {timestamp} )} {isWaitingForResponse && bookingSummary ? ( {bookingSummary} Waiting for artist to respond ) : subject ? ( {subject} ) : ( {unreadCount > 0 && ( )} Click to view messages )} {/* Right side: Unread badge / New badge + Chevron */} {isStudioInvite && ( Invite )} {isNew && !isStudioInvite && ( New )} {!isNew && unreadCount > 0 && ( {unreadCount} )} {!isWaitingForResponse && ( )}","{""onClick"": ""{isWaitingForResponse ? undefined : onClick}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/ssot/DotsCheckout.tsx,354,SessionCheckoutForm,button,Back to checkout,"{""onClick"": ""{onBack}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/ssot/DotsCheckout.tsx,547,CheckoutLayout,button,"{isProcessing ? ( <> <Loader2 className=""w-5 h-5 animate-spin"" /> <span>Processing…</span> </> ) : ( <span> {recurring ? ""Subscribe for"" : ""Pay""} {formattedAmount} {recurring ? ""/month"" : """"} </span> )}","{""formSubmit"": ""{handleSubmit}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/ssot/DotsCheckout.tsx,578,CheckoutLayout,button,Back,"{""onClick"": ""{onBack}"", ""formSubmit"": ""{handleSubmit}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/ssot/FullScreenSheet.tsx,114,FullScreenSheet,Button,(dynamic/unlabelled),"{""onClick"": ""{onBack}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/ssot/FullScreenSheet.tsx,128,FullScreenSheet,Button,"""Close""","{""onClick"": ""{onClose}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/ssot/NavActionButton.tsx,85,NavActionButton,button,{label},"{""onClick"": ""{handleClick}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/ssot/PageHeader.tsx,28,PageHeader,Button,"""Back""","{""onClick"": ""{onBack}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/ssot/PageHeader.tsx,41,PageHeader,Link,"{artist ? ""Business and profile"" : ""Your profile""}","{""href"": ""{ artist ? \""/business\"" : user.role === \""merchant\"" ? \""/settings\"" : \""/profile\"" }""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/ssot/SegmentedHeader.tsx,35,SegmentedHeader,button,{title},"{""onClick"": ""{() => onChange(index)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/ssot/SelectionCard.tsx,46,SelectionCard,div,"{/* Left Icon (if provided) */} {Icon && ( <div className={cn( tokens.selectionCard.iconContainer.base, selected ? tokens.selectionCard.iconContainer.selected : tokens.selectionCard.iconContainer.idle )} > <Icon className=""w-6 h-6"" /> </div> )} {/* Content area */} {title} {description && ( {description} )} {/* Right indicator */} {rightElement || }","{""onClick"": ""{onClick}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/ssot/TaskCard.tsx,72,TaskCard,Card,"{/* Priority Indicator: Left Edge Line */} {/* Priority Indicator: Soft Gradient Swath (20%) */} {title} {context && ( {context} )} {/* Right Chevron / Check */} {status === ""completed"" ? ( ) : isExpanded ? ( ) : ( )} {/* Expandable Section */} {isExpanded && ( {/* Conversation Brief — loading state */} {briefLoading && !conversationSummary && ( Loading Brief )} {/* Conversation Brief — loaded */} {conversationSummary && ( Brief {conversationSummary} )} {/* Action Buttons — SSOT: primary yellow, 16px radius, equal spacing */} {actions && actions.length > 0 && ( {actions.map(action => { const isActionLoading = loadingActionId === action.id; return ( { e.stopPropagation(); if (!isActionLoading) action.onClick(); }} className={cn( ""flex-1 flex items-center justify-center gap-1.5 h-10 rounded-[16px] text-xs font-semibold tracking-tight"", ""transition-all duration-[150ms] active:scale-[0.97]"", isActionLoading && ""opacity-80 cursor-wait"", action.className ? action.className : ""bg-primary text-primary-foreground hover:bg-primary/90 active:bg-primary/80"" )} > {isActionLoading ? ( ) : ( )} {action.label} ); })} )} )}","{""onClick"": ""{onClick}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/ssot/TaskCard.tsx,162,TaskCard,button,"{isActionLoading ? ( <RefreshCw className=""w-4 h-4 animate-spin"" /> ) : ( <action.icon className=""w-4 h-4"" /> )} {action.label}","{""onClick"": ""{e => { e.stopPropagation(); if (!isActionLoading) action.onClick(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/ssot/WeeklySnapshotModal.tsx,133,WeeklySnapshotModal,motion.div,(dynamic/unlabelled),"{""onClick"": ""{onClose}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/ssot/WeeklySnapshotModal.tsx,157,WeeklySnapshotModal,button,(dynamic/unlabelled),"{""onClick"": ""{onClose}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/components/ui/ssot/WeeklySnapshotModal.tsx,340,WeeklySnapshotModal,Button,Got it,"{""onClick"": ""{onClose}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,117,PolicyDropdown,button,{label},"{""onClick"": ""{() => setOpen(!open)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,799,BookingWizardContent,button,Apply Voucher,"{""onClick"": ""{() => setShowVoucherList(true)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,836,BookingWizardContent,button,Decline,"{""onClick"": ""{onRejectProposal}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,843,BookingWizardContent,button,"{isPendingProposalAction ? ""..."" : ""Accept""}","{""onClick"": ""{() => { onAcceptProposal?.( appliedPromotion ? { id: appliedPromotion.id, discountAmount: appliedPromotion.discountAmount, finalAmount: appliedPromotion.finalAmount, } : undefined ); setIsClientPaying(true); setPaymentMethod(null); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,884,BookingWizardContent,button,Cancel Proposal,"{""onClick"": ""{onCancelProposal}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,920,BookingWizardContent,button,"{paymentMethod === ""card"" ? ( <><Loader2 className=""w-4 h-4 animate-spin"" /><span>Preparing Secure Checkout...</span></> ) : ( <><CreditCard className=""w-4 h-4"" /><span>Secure with Card</span></> )}","{""onClick"": ""{async () => { setPaymentMethod(\""card\""); try { const convoId = initialConversationId || conversationId; if (!convoId) { toast.error(\""No conversation found\""); return; } toast.info(\""Preparing secure checkout...\""); // Step 1: Ensure lead exists and get deposit token URL const msgId = selectedProposal?.message?.id; const aptId = selectedAppointmentRaw?.id; const linkResult = await utils.client.funnel.getClientDepositLink.mutate({ conversationId: convoId, ...(msgId ? { messageId: msgId } : {}), ...(aptId ? { appointmentId: aptId } : {}), }); if (!linkResult?.url) { toast.error(\""Could not generate deposit link\""); setPaymentMethod(null); return; } // Step 2: Extract token from URL and create Stripe checkout const urlParts = linkResult.url.split(\""/deposit/\""); const tokenWithParams = urlParts[1] || \""\""; const token = tokenWithParams.split(\""?\"")[0]; if (!token) { toast.error(\""Invalid deposit token\""); setPaymentMethod(null); return; } const checkoutResult = await utils.client.funnel.createDepositCheckout.mutate({ token, ...(msgId ? { messageId: msgId } : {}), returnUrl: window.location.href, }); if (checkoutResult?.clientSecret) { setCheckoutClientSecret(checkoutResult.clientSecret); } else if (checkoutResult?.url) { // Fallback window.location.href = checkoutResult.url; } else { toast.error(\""Could not create checkout session\""); setPaymentMethod(null); } } catch (err: any) { console.error(\""[Deposit] Stripe checkout error:\"", err); toast.error(err.message || \""Payment temporarily unavailable. Please try again.\""); setPaymentMethod(null); } }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,1022,BookingWizardContent,a,Tap to View,"{""href"": ""{proposalMeta.receiptUrl}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,1039,BookingWizardContent,button,"{updateMetadataMutation.isPending || updateAppointmentMutation.isPending ? <Loader2 className=""w-4 h-4 animate-spin"" /> : <CheckCircle2 className=""w-4 h-4"" />} Confirm Deposit","{""onClick"": ""{async () => { if (!proposalMeta.appointmentIds) { toast.error(\""No pending appointments found to confirm!\""); return; } try { const newMeta = JSON.stringify({ ...proposalMeta, status: \""confirmed\"" }); await updateMetadataMutation.mutateAsync({ messageId: selectedProposal.message.id, metadata: newMeta }); for (const appId of proposalMeta.appointmentIds) { await updateAppointmentMutation.mutateAsync({ id: appId, status: \""confirmed\"" }); } await sendMessageMutation.mutateAsync({ conversationId: selectedProposal.message.conversationId, content: \""I have confirmed your deposit. Your dates are officially booked! \ud83c\udf89\"", messageType: \""text\"" }); if (onUpdateProposalState) { onUpdateProposalState(JSON.parse(newMeta)); } toast.success(\""Deposit confirmed! Appointments are locked.\""); onBookingSuccess(); // View stays open showing the new Confirmed state } catch (err: any) { toast.error(\""Error confirming deposit\""); } }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,1118,BookingWizardContent,button,"{isClientPayingBalance ? <Loader2 className=""w-4 h-4 animate-spin"" /> : <DollarSign className=""w-4 h-4"" />} {isClientPayingBalance ? ""Preparing..."" : `Pay Balance ($${balanceTotalDollars})`}","{""onClick"": ""{async () => { setIsClientPayingBalance(true); try { toast.info(\""Preparing secure checkout...\""); const checkoutResult = await utils.client.funnel.createBalanceCheckout.mutate({ bookingId: selectedAppointmentRaw.id, returnUrl: window.location.href, }); if (checkoutResult?.clientSecret) { setCheckoutBalanceClientSecret(checkoutResult.clientSecret); } else if (checkoutResult?.url) { window.location.href = checkoutResult.url; } else { toast.error(\""Could not create checkout session\""); setIsClientPayingBalance(false); } } catch (err: any) { console.error(\""[Balance] Stripe checkout error:\"", err); toast.error(err.message || \""Payment temporarily unavailable.\""); setIsClientPayingBalance(false); } }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,1170,BookingWizardContent,button,"{(requestBalanceMutation.isPending || requestAdditionalMutation.isPending) ? ( <Loader2 className=""w-4 h-4 animate-spin"" /> ) : ( <> <DollarSign className=""w-4 h-4"" /> {selectedAppointmentRaw?.paymentStatus === ""fully_paid"" ? ""Request Additional"" : ""Request Final Balance""} </> )}","{""onClick"": ""{() => { if (!selectedProposal || !selectedProposal.message.conversationId) return; if (selectedAppointmentRaw?.paymentStatus === \""fully_paid\"") { const amountStr = window.prompt(\""Enter additional charge amount ($):\""); if (!amountStr) return; const amount = parseFloat(amountStr); if (isNaN(amount) || amount <= 0) { toast.error(\""Please enter a valid amount.\""); return; } const desc = window.prompt(\""Describe the charge (e.g. 'Extra 2hrs shading'):\"") || \""Additional charge\""; requestAdditionalMutation.mutate({ conversationId: selectedProposal.message.conversationId, amountDollars: amount, description: desc, }); } else { requestBalanceMutation.mutate({ conversationId: selectedProposal.message.conversationId, }); } }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,1213,BookingWizardContent,button,Open in Maps,"{""onClick"": ""{() => { const addr = encodeURIComponent( artistSettings.businessAddress ); const platform = Capacitor.getPlatform(); if (platform === \""ios\"") window.location.href = `maps://?q=${addr}`; else if (platform === \""android\"") window.location.href = `geo:0,0?q=${addr}`; else window.open( `https://maps.google.com/?q=${addr}`, \""_blank\"" ); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,1278,BookingWizardContent,button,Reschedule,"{""onClick"": ""{() => onReschedule?.(selectedAppointmentRaw)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,1284,BookingWizardContent,button,Mark No-Show,"{""onClick"": ""{() => onNoShow?.(selectedAppointmentRaw)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,1295,BookingWizardContent,button,Go to Chat,"{""onClick"": ""{onGoToChat}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,1321,BookingWizardContent,button,Edit Booking,"{""onClick"": ""{() => setShowEditBookingModal(true)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,1339,BookingWizardContent,button,Sign Required Forms {pendingForms.length},"{""onClick"": ""{() => setActiveForm(pendingForms[0])}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,1371,BookingWizardContent,button,(dynamic/unlabelled),"{""onClick"": ""{() => setShowVoucherList(false)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,1405,BookingWizardContent,motion.button,"{promo.name} {promo.valueType === ""fixed"" ? `$${promo.value / 100}` : `${promo.value}% OFF`} Use this voucher on your next booking.","{""onClick"": ""{() => { setAppliedPromotion({ id: promo.id, name: promo.name, discountAmount, finalAmount, }); setShowVoucherList(false); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,1505,BookingWizardContent,button,"{resolveMysteryMutation.isPending ? <Loader2 className=""w-3.5 h-3.5 animate-spin"" /> : ""Map All""}","{""onClick"": ""{handleMapMysteryService}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,1532,BookingWizardContent,button,Reschedule,"{""onClick"": ""{() => onReschedule?.(selectedAppointmentRaw)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,1538,BookingWizardContent,button,Mark No-Show,"{""onClick"": ""{() => onNoShow?.(selectedAppointmentRaw)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,1549,BookingWizardContent,button,Go to Chat,"{""onClick"": ""{onGoToChat}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,1570,BookingWizardContent,button,Edit Booking,"{""onClick"": ""{() => setShowEditBookingModal(true)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,1597,BookingWizardContent,button,(dynamic/unlabelled),"{""onClick"": ""{goBack}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,1623,BookingWizardContent,motion.button,"{member.user?.name} {member.user?.id === currentUser?.id && "" (You)""} {member.role}","{""onClick"": ""{() => { setTargetArtistId(member.user?.id); setStep(\""client\""); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,1686,BookingWizardContent,motion.button,"{client.name?.charAt(0) || ""?""} {client.name} {client.email || ""No email""}","{""onClick"": ""{() => handleClientSelect(client)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
